index,Date_Time,Test_Time(s),Step_Time(s),Step_Index,Cycle_Index,Voltage,Current(A),Charge_Capacity,Discharge_Capacity,Charge_Energy(Wh),Discharge_Energy(Wh),ACR(Ohm),Internal Resistance(Ohm)
86,01/27/2018 18:33:46.983,10059.453852,1320.0002,5,1,3.38147354125977,-3.26010894775391,2.87560892105103,1.195299,12.448673248291,4.245907,,
87,01/27/2018 18:35:46.983,10179.454652,1440.001,5,1,3.35853672027588,-3.25998497009277,2.87560892105103,1.303962,12.448673248291,4.612111,,
88,01/27/2018 18:37:46.983,10299.454652,1560.001,5,1,3.33463096618652,-3.26004028320312,2.87560892105103,1.412627,12.448673248291,4.975774,,
89,01/27/2018 18:39:46.983,10419.454652,1680.001,5,1,3.31019496917725,-3.26005363464355,2.87560892105103,1.521288,12.448673248291,5.336804,,
90,01/27/2018 18:41:46.983,10539.454652,1800.001,5,1,3.28486156463623,-3.25999355316162,2.87560892105103,1.629952,12.448673248291,5.695137,,
91,01/27/2018 18:43:46.983,10659.454652,1920.001,5,1,3.25705718994141,-3.26011848449707,2.87560892105103,1.738622,12.448673248291,6.050606,,
92,01/27/2018 18:45:46.983,10779.453852,2040.0002,5,1,3.2263650894165,-3.25992012023926,2.87560892105103,1.847282,12.448673248291,6.402887,,
93,01/27/2018 18:47:46.983,10899.453952,2160.0003,5,1,3.19261360168457,-3.26002979278564,2.87560892105103,1.955945,12.448673248291,6.751652,,
94,01/27/2018 18:49:46.983,11019.453852,2280.0002,5,1,3.1541166305542,-3.26012706756592,2.87560892105103,2.064615,12.448673248291,7.09656,,
95,01/27/2018 18:51:46.983,11139.453852,2400.0002,5,1,3.11039543151855,-3.260085105896,2.87560892105103,2.17327,12.448673248291,7.43694,,
96,01/27/2018 18:53:46.983,11259.454652,2520.001,5,1,3.0608434677124,-3.260085105896,2.87560892105103,2.281941,12.448673248291,7.772301,,
97,01/27/2018 18:55:45.715,11378.186452,2638.7328,5,1,2.99999713897705,-3.2601318359375,2.87560892105103,2.389449,12.448673248291,8.098254,,
98,01/27/2018 18:57:45.759,11498.231196,120,6,1,3.6827974319458,0,2.87560892105103,2.389449,12.448673248291,8.098254,,
99,01/27/2018 18:59:45.759,11618.231196,240,6,1,3.70775604248047,0,2.87560892105103,2.389449,12.448673248291,8.098254,,
100,01/27/2018 19:00:45.762,11678.233396,300.0022,6,1,3.71141147613525,0,2.87560892105103,2.389449,12.448673248291,8.098254,,
101,01/27/2018 19:00:45.772,11678.242968,0.0026,7,2,3.71154689788818,0,0,0,0,0,,
102,01/27/2018 19:02:45.852,11798.324512,120.0011,2,2,4.20029544830322,4.09171104431152,0.150279149413109,0,0.629205524921417,0,,
103,01/27/2018 19:04:45.852,11918.323712,240.0003,2,2,4.20027160644531,3.68758392333984,0.279332995414734,0,1.17126619815826,0,,
104,01/27/2018 19:06:45.852,12038.324412,360.001,2,2,4.20025444030762,3.43553161621094,0.397768914699554,0,1.66872525215149,0,,
105,01/27/2018 19:08:32.427,12144.899512,466.5761,2,2,4.20024299621582,3.25998306274414,0.496839582920074,0,2.08484435081482,0,,
106,01/27/2018 19:10:32.441,12264.913084,120.0009,3,2,4.21886348724365,3.25978469848633,0.605126142501831,0,2.54059338569641,0,,
107,01/27/2018 19:12:32.440,12384.912284,240.0001,3,2,4.24075222015381,3.25979804992676,0.713778018951416,0,3.00015616416931,0,,
108,01/27/2018 19:14:32.440,12504.912284,360.0001,3,2,4.26581573486328,3.25985527038574,0.82245284318924,0,3.46235203742981,0,,
109,01/27/2018 19:16:32.441,12624.913184,480.001,3,2,4.29383754730225,3.2600212097168,0.931108832359314,0,3.92735934257507,0,,
110,01/27/2018 19:18:32.441,12744.913084,600.0009,3,2,4.32411289215088,3.25981140136719,1.03977477550507,0,4.3955717086792,0,,
111,01/27/2018 19:20:32.440,12864.912384,720.0002,3,2,4.35638618469238,3.26018524169922,1.14843571186066,0,4.86717033386231,0,,
112,01/27/2018 19:22:32.440,12984.912384,840.0002,3,2,4.38984680175781,3.25999450683594,1.25710022449493,0,5.34236288070679,0,,
113,01/27/2018 19:24:32.441,13104.913284,960.0011,3,2,4.4002799987793,3.03094863891602,1.36296188831329,0,5.80800819396973,0,,
114,01/27/2018 19:26:32.442,13224.914084,1080.0019,3,2,4.40026092529297,2.76328468322754,1.45941078662872,0,6.23240661621094,0,,
115,01/27/2018 19:28:32.440,13344.912384,1200.0002,3,2,4.40024471282959,2.53559303283691,1.54759442806244,0,6.62043523788452,0,,
116,01/27/2018 19:30:32.441,13464.912884,1320.0007,3,2,4.40022563934326,2.34273719787598,1.62883305549622,0,6.97790336608887,0,,
117,01/27/2018 19:32:32.441,13584.912884,1440.0007,3,2,4.40022373199463,2.17504119873047,1.7040468454361,0,7.30886077880859,0,,
118,01/27/2018 19:34:32.441,13704.913184,1560.001,3,2,4.4002571105957,2.03034782409668,1.7740615606308,0,7.61694002151489,0,,
119,01/27/2018 19:36:32.442,13824.913984,1680.0018,3,2,4.40019989013672,1.90016174316406,1.83952176570892,0,7.90497827529907,0,,
120,01/27/2018 19:38:32.440,13944.912384,1800.0002,3,2,4.40016555786133,1.78108787536621,1.90084528923035,0,8.17481327056885,0,,
121,01/27/2018 19:40:32.440,14064.912384,1920.0002,3,2,4.40024280548096,1.67348384857178,1.95839166641235,0,8.42802906036377,0,,
122,01/27/2018 19:42:32.440,14184.912384,2040.0002,3,2,4.4001407623291,1.56933879852295,2.01242804527283,0,8.66579914093018,0,,
123,01/27/2018 19:44:32.441,14304.913184,2160.001,3,2,4.40014839172363,1.4709358215332,2.06308650970459,0,8.88870716094971,0,,
124,01/27/2018 19:46:32.441,14424.913284,2280.0011,3,2,4.40020561218262,1.37610816955566,2.1105465888977,0,9.0975399017334,0,,
125,01/27/2018 19:48:32.441,14544.913284,2400.0011,3,2,4.40019798278809,1.2831506729126,2.15483927726746,0,9.29243469238281,0,,
126,01/27/2018 19:50:32.440,14664.912384,2520.0002,3,2,4.4001407623291,1.19402503967285,2.19611191749573,0,9.47404193878174,0,,
127,01/27/2018 19:52:32.440,14784.912384,2640.0002,3,2,4.40021514892578,1.11294937133789,2.23455381393433,0,9.6431941986084,0,,
128,01/27/2018 19:54:32.441,14904.913184,2760.001,3,2,4.40021228790283,1.03668308258057,2.2703583240509,0,9.80074024200439,0,,
129,01/27/2018 19:56:32.441,15024.913284,2880.0011,3,2,4.40013027191162,0.960628509521484,2.30363345146179,0,9.94715690612793,0,,
130,01/27/2018 19:58:32.440,15144.912284,3000.0001,3,2,4.40019416809082,0.890847206115723,2.33448052406311,0,10.0828895568848,0,,
131,01/27/2018 20:00:32.441,15264.913184,3120.001,3,2,4.40015125274658,0.825946807861328,2.36307191848755,0,10.2086963653564,0,,
132,01/27/2018 20:02:32.441,15384.913184,3240.001,3,2,4.40017127990723,0.768191337585449,2.38962531089783,0,10.325535774231,0,,
133,01/27/2018 20:04:32.441,15504.913184,3360.001,3,2,4.40016937255859,0.715533256530762,2.41433358192444,0,10.4342546463013,0,,
